fc.0.weight	fc.2.weight	fc.4.weight	fc.6.weight	fc.8.weight	fc.10.weight	fc.12.weight
0.36767	1.90239	1.60004	2.04637	2.59674	3.98007	5.70259
0.35764	1.96142	1.57473	2.0359	2.54707	4.08005	5.78993
0.52883	2.33867	1.88614	2.20871	2.6262	4.0313	5.84294
0.48058	2.00419	1.606	2.08332	2.81532	4.1843	5.88711
0.33694	1.84504	1.482	1.94056	2.57357	4.09226	5.94986
0.29153	1.51228	1.3437	1.88661	2.60833	4.10797	6.08061
0.27832	1.35317	1.27296	1.8419	2.50592	4.09749	5.8587
0.41736	1.91543	1.58943	2.015	2.6528	4.13222	5.90813
0.52175	2.35662	1.9115	2.31672	2.69808	4.04471	5.74348
0.25266	1.16001	1.10176	1.65592	2.44545	4.03199	5.91114
0.26824	1.32282	1.21616	1.63708	2.37733	4.07013	5.9041
0.36514	1.86936	1.64122	2.20681	2.61724	4.14954	5.90847
0.26511	1.27719	1.16951	1.68564	2.52301	4.10966	6.05579
0.35814	1.82831	1.59744	2.19947	2.76367	4.20715	5.9593
0.20347	1.06108	1.01395	1.54551	2.35024	3.99227	5.81737
0.30125	1.50078	1.24247	1.73297	2.42986	4.0673	5.92877
0.23049	1.31209	1.2326	1.81555	2.49646	4.11452	5.90561
0.44705	2.11048	1.6937	2.12143	2.67689	4.39833	6.16776
0.40066	2.01408	1.5725	2.02495	2.64145	4.11353	6.01891
0.31992	1.4942	1.29384	1.82553	2.52794	4.07032	5.81511
0.32767	1.66223	1.3645	1.71989	2.44817	4.15246	5.91836
0.29036	1.4533	1.30246	1.81068	2.4767	4.05231	5.82327
0.30433	1.44749	1.2811	1.81109	2.4734	4.05115	6.049
0.27648	1.69953	1.43727	1.86712	2.59422	4.28863	5.98601
0.24244	1.30745	1.17736	1.68459	2.3856	4.00715	6.01487
0.33167	1.75597	1.47294	1.79475	2.47884	3.98363	5.87691
0.22771	1.13934	1.10294	1.59326	2.31936	4.00697	5.82019
0.29418	1.57574	1.36253	1.82331	2.45455	4.02084	5.80012
0.33584	1.53696	1.44032	1.88127	2.59551	4.18402	5.98134
0.3334	1.64359	1.36116	1.7815	2.55597	4.1936	5.96063
0.38251	2.08534	1.62848	2.11015	2.74478	4.30381	5.86237
0.3911	1.88314	1.53018	1.97864	2.56796	4.20123	5.99243
0.30901	1.52428	1.31597	1.84852	2.52043	4.10604	5.89984
0.41648	2.33672	1.85355	2.16214	2.62534	4.1277	6.04292
0.25652	1.26702	1.12275	1.57117	2.37335	4.06209	5.82228
0.35325	1.70659	1.49143	2.00599	2.67614	4.17574	6.04762
0.25113	1.24048	1.09518	1.5799	2.39232	4.12419	5.85163
0.37394	1.78892	1.53083	1.99193	2.6232	4.24503	5.98828
0.36386	1.90069	1.60102	2.02427	2.53463	4.11497	5.94992
0.28009	1.52054	1.27443	1.69504	2.39938	3.94363	5.8126
0.38167	1.88019	1.62286	2.13481	2.72428	4.20373	5.94972
0.41952	2.13631	1.68443	2.0563	2.60448	4.12336	5.89969
0.35983	1.83625	1.5243	2.05206	2.618	4.29112	5.98473
0.35658	1.6415	1.33902	1.84129	2.5638	4.11161	5.91331
0.38275	1.94032	1.5605	2.14074	2.79375	4.42257	6.15296
0.33165	1.64327	1.3546	1.84181	2.51113	4.21064	5.91854
0.41234	2.20095	1.91518	2.45108	2.91125	4.51689	6.02015
0.55676	2.90711	2.24888	2.65589	2.93557	4.30897	5.92526
0.33761	1.63267	1.36549	1.91102	2.58954	4.21914	6.08747
0.32861	1.61919	1.39656	1.87631	2.51067	4.02918	5.94705
0.32377	1.47987	1.26332	1.76876	2.40671	3.93826	5.84317
0.33005	1.66965	1.42007	1.92427	2.59144	4.16249	5.88803
0.2319	1.26086	1.17595	1.72476	2.52945	4.3796	5.99845
0.25847	1.33451	1.18766	1.73425	2.499	4.2182	6.05038
0.30489	1.53637	1.35814	1.92263	2.53603	4.12886	5.98049
0.32033	1.63632	1.46093	1.92821	2.5495	4.21559	5.97783
0.39002	1.91936	1.6322	2.10689	2.68146	4.19962	5.92948
0.38892	1.98098	1.65297	2.13877	2.68863	4.30259	6.07753
0.40844	1.99017	1.54727	1.95275	2.58035	4.19642	6.05473
0.3166	1.53197	1.31902	1.71315	2.43115	4.12163	5.97746
0.22651	1.32959	1.14657	1.72248	2.46161	4.08739	5.97282
0.36298	1.7289	1.40525	1.87205	2.51239	4.17382	6.08487
0.54067	2.54116	2.08252	2.42725	2.9565	4.38707	6.08966
0.29352	1.55172	1.3087	1.75991	2.49046	4.18887	5.97992
0.31944	1.43865	1.21125	1.76	2.55152	4.22336	6.0712
0.35059	1.6777	1.36567	1.79325	2.48545	4.18729	6.01758
0.36786	1.90536	1.56983	2.02033	2.5657	4.21205	6.0004
0.27442	1.35804	1.18613	1.66851	2.45972	4.14409	5.95873
0.23836	1.28886	1.1521	1.65004	2.40593	4.06683	6.029
0.37676	1.79562	1.52931	1.98822	2.69992	4.33744	5.99213
0.28301	1.54402	1.30362	1.74269	2.40793	3.99277	5.84539
0.2272	1.32942	1.22573	1.77328	2.57073	4.28336	6.10166
0.35159	1.56824	1.35317	1.88171	2.71106	4.48721	6.24165
0.34145	1.81923	1.47643	1.94848	2.62079	4.14652	6.02501
0.19907	1.11133	1.00824	1.50465	2.31719	3.96621	5.95787
0.31796	1.72311	1.40447	1.8316	2.53483	4.32873	6.16237
0.25611	1.3858	1.22124	1.70815	2.50058	4.17114	6.1024
0.34454	1.74589	1.50932	2.07216	2.6589	4.18291	6.08812
0.27408	1.45869	1.23712	1.63665	2.41981	4.18951	5.94244
0.27344	1.39718	1.29331	1.87144	2.5746	4.24122	5.98578
0.27493	1.59986	1.36457	1.8674	2.59553	4.27368	5.98086
0.39385	1.83293	1.59672	2.08153	2.68906	4.2824	5.97114
0.2677	1.40233	1.24058	1.70215	2.53438	4.25133	6.05725
0.27645	1.61595	1.44539	1.82057	2.5214	4.26558	6.11426
0.32868	1.86286	1.56368	1.9704	2.49402	4.16208	6.01458
0.30586	1.68665	1.5464	2.10483	2.77651	4.41779	6.01379
0.4323	2.19957	1.82958	2.32808	2.86682	4.47033	6.06863
0.35309	1.62312	1.4302	1.91	2.61494	4.33753	5.99057
0.4231	1.96923	1.62979	2.15395	2.84825	4.41156	6.1014
0.40444	1.88362	1.56727	2.11573	2.67276	4.25799	5.95852
0.24923	1.32091	1.22146	1.79021	2.49925	4.08336	5.93201
0.40953	1.85284	1.49668	2.01838	2.76367	4.49588	6.17506
0.29243	1.48122	1.34338	1.87915	2.63213	4.3207	6.11672
0.32012	1.67587	1.44714	1.86056	2.50841	4.15823	5.97757
0.30372	1.4785	1.31599	1.80677	2.61134	4.38457	6.06885
0.28049	1.4177	1.24929	1.72563	2.46666	4.15235	6.01096
0.2976	1.53263	1.33202	1.88448	2.61723	4.30943	6.08938
0.33657	1.71134	1.51921	1.96092	2.55622	4.25317	6.06404
0.19208	1.09671	1.1034	1.61973	2.37031	4.08802	5.94206
0.34287	1.69517	1.46403	1.94484	2.60573	4.15682	6.02176
0.28073	1.45691	1.22001	1.63709	2.45044	4.1159	6.09793
0.24572	1.277	1.15348	1.66909	2.47789	4.068	5.96012
0.22285	1.21841	1.0558	1.58088	2.43908	4.29683	5.96177
0.40994	2.28728	1.87433	2.36721	2.84433	4.44132	6.07567
0.38666	1.90629	1.53596	1.9612	2.64023	4.32187	6.05198
0.28105	1.41927	1.34762	1.87386	2.67004	4.38823	6.16198
0.35285	1.79916	1.51996	2.09084	2.84207	4.42641	6.12378
0.30835	1.64187	1.4658	2.01799	2.76985	4.44711	6.24342
0.40245	1.83123	1.60529	2.16034	2.80438	4.53126	6.17001
0.32079	1.50088	1.23937	1.6527	2.38379	4.03199	5.92367
0.28349	1.38405	1.28753	1.69533	2.47784	4.21768	6.18069
0.21726	1.12058	1.10946	1.68407	2.47004	4.18147	6.06147
0.28651	1.50093	1.31132	1.81491	2.54322	4.26448	6.11715
0.35131	1.97522	1.58588	2.0069	2.67853	4.39161	6.14787
0.38009	2.01079	1.62974	2.20881	2.6167	4.29354	5.99627
0.39425	1.77333	1.51739	2.04813	2.58756	4.2721	6.07646
0.35502	1.64206	1.39205	1.8553	2.61934	4.38054	6.09818
0.26958	1.3027	1.28947	1.79432	2.64288	4.32669	5.99783
0.34208	1.78259	1.51959	2.07509	2.72496	4.38008	6.04586
0.33598	1.60837	1.47029	1.94776	2.567	4.23695	6.08932
0.33695	1.72192	1.52514	2.0665	2.76113	4.4772	6.15469
0.37751	1.72243	1.50014	1.98815	2.57561	4.21721	6.11465
0.31669	1.7154	1.50068	2.0057	2.63484	4.32187	6.16665
0.33989	1.69001	1.46581	1.99042	2.66551	4.36222	6.02293
0.25964	1.3672	1.25065	1.78671	2.57809	4.29333	6.14461
0.37279	1.83713	1.55048	1.9918	2.78221	4.46128	6.12205
0.32729	1.57381	1.35425	1.80896	2.62231	4.37656	6.21726
0.37832	1.96113	1.55621	2.06941	2.64423	4.24057	6.0435
0.43254	2.26287	1.82687	2.30381	2.8618	4.3191	6.13351
0.30529	1.56932	1.3004	1.74589	2.55303	4.43379	6.08972
0.39722	1.97726	1.68221	2.01799	2.55409	4.15936	5.99863
0.26323	1.36278	1.23364	1.75593	2.47854	4.23928	6.15297
0.28306	1.37017	1.22113	1.66093	2.42761	4.06769	6.07007
0.3979	1.95734	1.65274	2.19614	2.84394	4.52485	6.091
0.22603	1.30545	1.16998	1.79059	2.56587	4.40737	6.09066
0.32277	1.55604	1.36337	1.85319	2.57723	4.23008	6.05322
0.31672	1.59603	1.34221	1.87761	2.57394	4.3208	6.27476
0.35704	1.68265	1.48016	2.00384	2.72814	4.40099	6.11611
0.33642	1.66376	1.48786	2.00823	2.80936	4.45445	6.04921
0.29094	1.36697	1.14642	1.65216	2.47466	4.32228	6.09881
0.24223	1.2152	1.1113	1.65516	2.49041	4.37169	6.24929
0.27333	1.44066	1.39504	1.88478	2.61657	4.18643	5.94986
0.32492	1.77985	1.56558	2.10149	2.80268	4.4861	6.03181
0.42375	2.1486	1.76248	2.2891	2.88581	4.47667	6.23285
0.37073	1.82578	1.60014	2.10595	2.81653	4.4265	6.27269
0.32657	1.6668	1.44581	1.88328	2.5918	4.25056	6.05364
0.3246	1.7568	1.44247	1.93867	2.64392	4.28399	6.12147
0.28366	1.31656	1.18519	1.73119	2.55768	4.14384	5.99237
0.27701	1.53184	1.39767	2.0038	2.75243	4.41253	6.20374
0.33952	1.62565	1.49482	2.02932	2.75328	4.65904	6.23163
0.31936	1.58402	1.38104	1.94413	2.69532	4.30835	6.08172
0.26528	1.26544	1.18711	1.73021	2.55974	4.31127	6.08321
0.16478	0.94195	0.89276	1.41704	2.43499	4.27458	6.1825
0.28415	1.521	1.2669	1.81571	2.63873	4.34238	6.11538
0.4172	2.11893	1.88206	2.49842	2.97639	4.67665	6.22233
0.34656	1.85363	1.50788	2.02589	2.7802	4.56888	6.21312
0.35493	1.76744	1.53933	2.06431	2.77825	4.55397	6.28738
0.36115	1.81545	1.4909	1.98283	2.75871	4.48619	6.15885
0.32664	1.6824	1.42941	1.87539	2.54294	4.21135	6.0685
0.35876	1.96706	1.64242	2.07237	2.74662	4.38206	6.17431
0.35549	1.77943	1.57986	2.1137	2.78158	4.42482	6.2151
0.27899	1.30848	1.22576	1.76319	2.63467	4.39507	6.20596
0.35382	1.93256	1.68311	2.19296	2.85125	4.54872	6.126
0.32137	1.52733	1.33143	1.84622	2.64156	4.40867	6.19131
0.2422	1.37939	1.29339	1.84719	2.68296	4.53412	6.11544
0.26334	1.23667	1.21515	1.81239	2.77807	4.64096	6.3081
0.30393	1.54931	1.363	1.83107	2.72988	4.55289	6.13045
0.31953	1.63464	1.3979	1.88596	2.66662	4.47765	6.35009
0.28987	1.49297	1.3267	1.91592	2.60773	4.28936	6.19112
0.25275	1.3954	1.30416	1.76865	2.61013	4.37096	6.17198
0.28116	1.4868	1.31661	1.82416	2.49445	4.25193	6.12604
0.26942	1.3129	1.12439	1.64505	2.49004	4.19644	6.09921
0.41753	2.19903	1.89084	2.34215	2.87819	4.50046	6.21182
0.3842	1.80438	1.56897	2.15516	2.88625	4.55026	6.11794
0.30713	1.48199	1.31651	1.87247	2.69941	4.44264	6.14048
0.35143	1.70052	1.49501	2.02517	2.73876	4.51119	6.11306
0.25655	1.40245	1.38448	1.91382	2.65674	4.44963	6.208
0.45097	2.30556	1.9539	2.39238	2.91822	4.59484	6.20265
0.28828	1.4864	1.37014	1.86414	2.69682	4.49382	6.2557
0.45503	2.33656	1.89247	2.21832	2.98325	4.66036	6.34014
0.38272	2.04599	1.6735	2.17904	2.79451	4.50539	6.2684
0.49826	2.57184	2.08709	2.52868	2.94873	4.4841	6.24158
0.30684	1.64847	1.43032	1.88196	2.68422	4.40593	6.14607
0.25881	1.39808	1.23888	1.70762	2.50831	4.36769	6.1813
0.28513	1.40679	1.22446	1.74896	2.60108	4.30329	6.14159
0.33289	1.50124	1.4237	1.97659	2.89306	4.59909	6.2861
0.29385	1.33124	1.28307	1.75971	2.5731	4.38771	6.29354
0.38629	1.70748	1.5652	2.14165	2.87669	4.62634	6.17758
0.32997	1.73581	1.46599	1.96415	2.70377	4.45861	6.1809
0.2893	1.50478	1.28741	1.8519	2.75789	4.51525	6.32774
0.26313	1.56538	1.40309	1.94435	2.79241	4.50136	6.21036
0.31612	1.70956	1.41385	1.9169	2.6308	4.23837	6.13943
0.35404	1.94652	1.64542	2.12736	2.84824	4.42702	6.1848
0.25316	1.37898	1.21593	1.7535	2.6316	4.47244	6.14995
0.30133	1.39496	1.2105	1.73266	2.61505	4.43403	6.33075
0.44072	2.06053	1.79721	2.28876	2.88197	4.61032	6.24834
0.3244	1.56399	1.41596	1.96475	2.80739	4.47749	6.27344
0.41964	1.97131	1.62728	2.20467	2.91167	4.58605	6.35211
0.2888	1.57974	1.37308	1.90768	2.67008	4.427	6.21239
0.47171	2.37164	1.85008	2.3144	2.8513	4.431	6.06129
0.21287	1.13807	1.04939	1.59712	2.587	4.55188	6.29983
0.392	1.97865	1.64542	2.10501	2.86397	4.51865	6.19789
0.36305	1.78177	1.51826	1.98819	2.72403	4.38631	6.1257
0.31767	1.49595	1.30718	1.80369	2.58816	4.43995	6.1486
0.28581	1.55829	1.40494	1.93632	2.77751	4.53386	6.30673
0.30289	1.42597	1.22512	1.61571	2.4953	4.31825	6.24905
0.34167	1.80097	1.51394	1.9687	2.7943	4.55649	6.30927
0.38902	1.73756	1.54163	2.11257	2.84179	4.58719	6.39663
0.3802	1.8848	1.71106	2.28388	2.92872	4.46893	6.18033
0.31282	1.59717	1.32119	1.8516	2.5763	4.33731	5.99162
0.36477	1.95325	1.61474	2.1775	2.79746	4.50163	6.31865
0.38661	1.92021	1.67014	2.19923	2.82933	4.48461	6.23487
0.32242	1.70207	1.49696	2.1277	2.87462	4.53673	6.32438
0.34647	1.71913	1.48291	2.02059	2.78703	4.48578	6.22965
0.29993	1.60088	1.39734	1.87176	2.69388	4.47018	6.1526
0.27362	1.39168	1.28329	1.88214	2.78371	4.55877	6.24196
0.34207	1.60382	1.38269	1.91026	2.84535	4.61366	6.31402
0.21854	1.12255	1.07413	1.61452	2.5371	4.38034	6.21531
0.33542	1.6271	1.3574	1.83009	2.59809	4.37858	6.16062
0.31772	1.64181	1.45695	1.91846	2.64789	4.45822	6.22499
